eventId,epc_code,location_id,scan_location,business_step,event_type,event_time,file_id,is_anomaly,anomaly_type
434,001.8805843.7060741.498244.20250701.000000087,23,수도권_도매상1,W_Stock_Inbound,W_Stock_Inbound,2025-07-02 07:01:23,1,0,normal
435,001.8805843.7060741.498244.20250701.000000087,53,수도권_도매상1_권역_소매상1,R_Stock_Inbound,R_Stock_Inbound,2025-07-02 07:01:42,1,1,jump
436,001.8809437.4294534.133139.20250701.000000088,1,인천공장,Factory,Aggregation,2025-07-01 14:21:00,1,0,normal
437,001.8809437.4294534.133139.20250701.000000088,5,인천공장창고,WMS,WMS_Inbound,2025-07-01 19:53:43,1,0,normal
438,001.8809437.4294534.133139.20250701.000000088,13,수도권물류센터,Logistics_HUB,HUB_Inbound,2025-07-02 02:05:18,1,0,normal
439,001.8809437.4294534.133139.20250701.000000088,23,수도권_도매상1,W_Stock_Inbound,W_Stock_Inbound,2025-07-02 06:19:11,1,0,normal
440,001.8809437.4294534.133139.20250701.000000088,53,수도권_도매상1_권역_소매상1,R_Stock_Inbound,R_Stock_Inbound,2025-07-02 07:28:37,1,0,normal
441,001.8804823.5100647.701127.20250701.000000089,1,인천공장,Factory,Aggregation,2025-07-01 14:24:00,1,0,normal
442,001.8804823.5100647.701127.20250701.000000089,5,인천공장창고,WMS,WMS_Inbound,2025-07-01 22:42:47,1,0,normal
443,001.8804823.5100647.701127.20250701.000000089,13,수도권물류센터,Logistics_HUB,HUB_Inbound,2025-07-02 05:24:35,1,0,normal
444,001.8804823.5100647.701127.20250701.000000089,23,수도권_도매상1,W_Stock_Inbound,W_Stock_Inbound,2025-07-02 10:37:37,1,0,normal
445,001.8804823.5100647.701127.20250701.000000089,53,수도권_도매상1_권역_소매상1,R_Stock_Inbound,R_Stock_Inbound,2025-07-02 15:19:01,1,0,normal
446,001.8805843.7052125.134031.20250701.000000090,1,인천공장,Factory,Aggregation,2025-07-01 14:27:00,1,0,normal
447,001.8805843.7052125.134031.20250701.000000090,5,인천공장창고,WMS,WMS_Inbound,2025-07-01 19:05:05,1,0,normal
448,001.8805843.7052125.134031.20250701.000000090,13,수도권물류센터,Logistics_HUB,HUB_Inbound,2025-07-02 03:04:00,1,1,locErr
449,001.8805843.7052125.134031.20250701.000000090,23,수도권_도매상1,W_Stock_Inbound,W_Stock_Inbound,2025-07-02 12:36:13,1,0,normal
450,001.8805843.7052125.134031.20250701.000000090,53,수도권_도매상1_권역_소매상1,R_Stock_Inbound,R_Stock_Inbound,2025-07-02 17:17:23,1,0,normal
451,001.8809437.1400645.773184.20250701.000000091,1,인천공장,Factory,Aggregation,2025-07-01 14:30:00,1,0,normal
452,001.8809437.1400645.773184.20250701.000000091,5,인천공장창고,WMS,WMS_Inbound,2025-07-01 18:28:19,1,0,normal
453,001.8809437.1400645.773184.20250701.000000091,13,수도권물류센터,Logistics_HUB,HUB_Inbound,2025-07-01 22:04:37,1,1,epcDup
454,001.8809437.1400645.773184.20250701.000000091,23,수도권_도매상1,W_Stock_Inbound,W_Stock_Inbound,2025-07-02 01:44:28,1,0,normal
455,001.8809437.1400645.773184.20250701.000000091,53,수도권_도매상1_권역_소매상1,R_Stock_Inbound,R_Stock_Inbound,2025-07-02 09:50:25,1,0,normal
456,001.8809437.7733128.174034.20250701.000000092,1,인천공장,Factory,Aggregation,2025-07-01 14:33:00,1,0,normal
457,001.8809437.7733128.174034.20250701.000000092,5,인천공장창고,WMS,WMS_Inbound,2025-07-01 20:10:36,1,1,epcDup
458,001.8809437.7733128.174034.20250701.000000092,13,수도권물류센터,Logistics_HUB,HUB_Inbound,2025-07-01 23:56:39,1,0,normal
459,001.8809437.7733128.174034.20250701.000000092,23,수도권_도매상1,W_Stock_Inbound,W_Stock_Inbound,2025-07-01 20:10:36,1,1,epcDup
460,001.8809437.7733128.174034.20250701.000000092,53,수도권_도매상1_권역_소매상1,R_Stock_Inbound,R_Stock_Inbound,2025-07-02 11:44:12,1,1,locErr
461,INVALID_FORMAT_460,1,인천공장,Factory,Aggregation,2025-07-01 14:36:00,1,1,epcFake
462,001.8805843.4308742.840135.20250701.000000093,5,인천공장창고,WMS,WMS_Inbound,2025-07-01 19:54:37,1,0,normal
463,001.8805843.4308742.840135.20250701.000000093,13,수도권물류센터,Logistics_HUB,HUB_Inbound,2025-07-01 20:54:37,1,0,normal
464,001.8805843.4308742.840135.20250701.000000093,23,수도권_도매상1,W_Stock_Inbound,W_Stock_Inbound,2025-07-02 04:04:37,1,0,normal
465,001.8805843.4308742.840135.20250701.000000093,53,수도권_도매상1_권역_소매상1,R_Stock_Inbound,R_Stock_Inbound,2025-07-02 06:11:32,1,0,normal
466,001.8809437.1636760.694054.20250701.000000094,1,인천공장,Factory,Aggregation,2025-07-01 14:39:00,1,0,normal
467,001.8809437.1636760.694054.20250701.000000094,5,인천공장창고,WMS,WMS_Inbound,2025-07-01 19:58:33,1,0,normal
468,001.8809437.1636760.694054.20250701.000000094,13,수도권물류센터,Logistics_HUB,HUB_Inbound,2025-07-01 22:38:57,1,0,normal
469,001.8809437.1636760.694054.20250701.000000094,23,수도권_도매상1,W_Stock_Inbound,W_Stock_Inbound,2025-07-02 03:33:38,1,0,normal
470,001.8809437.1636760.694054.20250701.000000094,53,수도권_도매상1_권역_소매상1,R_Stock_Inbound,R_Stock_Inbound,2025-07-02 08:09:15,1,0,normal
471,001.8805843.6504948.881033.20250701.000000095,1,인천공장,Factory,Aggregation,2025-07-01 14:42:00,1,0,normal
472,001.8805843.6504948.881033.20250701.000000095,5,인천공장창고,WMS,WMS_Inbound,2025-07-01 20:45:02,1,0,normal
473,001.8805843.6504948.881033.20250701.000000095,13,수도권물류센터,Logistics_HUB,HUB_Inbound,2025-07-01 23:46:01,1,0,normal
474,001.8805843.6504948.881033.20250701.000000095,23,수도권_도매상1,W_Stock_Inbound,W_Stock_Inbound,2025-07-02 05:33:40,1,0,normal
475,001.8805843.6504948.881033.20250701.000000095,53,수도권_도매상1_권역_소매상1,R_Stock_Inbound,R_Stock_Inbound,2025-07-02 08:14:50,1,0,normal
476,001.8809437.8588279.272004.20250701.000000096,1,인천공장,Factory,Aggregation,2025-07-01 14:45:00,1,0,normal
477,001.8809437.8588279.272004.20250701.000000096,5,인천공장창고,WMS,WMS_Inbound,2025-07-01 18:38:41,1,0,normal
478,001.8809437.8588279.272004.20250701.000000096,13,수도권물류센터,Logistics_HUB,HUB_Inbound,2025-07-01 22:17:09,1,0,normal
479,001.8809437.8588279.272004.20250701.000000096,23,수도권_도매상1,W_Stock_Inbound,W_Stock_Inbound,2025-07-02 01:17:07,1,0,normal
480,001.8809437.8588279.272004.20250701.000000096,53,수도권_도매상1_권역_소매상1,R_Stock_Inbound,R_Stock_Inbound,2025-07-02 09:49:06,1,0,normal
481,001.8809437.3266751.159618.20250701.000000097,1,인천공장,Factory,Aggregation,2025-07-01 14:48:00,1,0,normal
482,001.8809437.3266751.159618.20250701.000000097,5,인천공장창고,WMS,WMS_Inbound,2025-07-01 19:20:56,1,0,normal
483,001.8809437.3266751.159618.20250701.000000097,13,수도권물류센터,Logistics_HUB,HUB_Inbound,2025-07-02 00:59:45,1,0,normal
484,001.8809437.3266751.159618.20250701.000000097,23,수도권_도매상1,W_Stock_Inbound,W_Stock_Inbound,2025-07-02 08:40:23,1,0,normal
485,001.8809437.3266751.159618.20250701.000000097,53,수도권_도매상1_권역_소매상1,R_Stock_Inbound,R_Stock_Inbound,2025-07-02 14:41:45,1,0,normal
486,001.8805843.4717023.981642.20250701.000000098,1,인천공장,Factory,Aggregation,2025-07-01 14:51:00,1,0,normal
487,001.8805843.4717023.981642.20250701.000000098,5,인천공장창고,WMS,WMS_Inbound,2025-07-01 19:34:49,1,0,normal
488,001.8805843.4717023.981642.20250701.000000098,13,수도권물류센터,Logistics_HUB,HUB_Inbound,2025-07-01 15:34:49,1,1,evtOrderErr
489,001.8805843.4717023.981642.20250701.000000098,23,수도권_도매상1,W_Stock_Inbound,W_Stock_Inbound,2025-07-02 06:31:52,1,1,epcDup
490,001.8805843.4717023.981642.20250701.000000098,53,수도권_도매상1_권역_소매상1,R_Stock_Inbound,R_Stock_Inbound,2025-07-02 06:31:52,1,1,epcDup
491,001.8804823.1846771.916895.20250701.000000099,1,인천공장,Factory,Aggregation,2025-07-01 14:54:00,1,0,normal
492,001.8804823.1846771.916895.20250701.000000099,5,인천공장창고,WMS,WMS_Inbound,2025-07-01 21:57:17,1,0,normal
493,001.8804823.1846771.916895.20250701.000000099,13,수도권물류센터,Logistics_HUB,HUB_Inbound,2025-07-02 03:58:42,1,0,normal
494,001.8804823.1846771.916895.20250701.000000099,23,수도권_도매상1,W_Stock_Inbound,W_Stock_Inbound,2025-07-02 07:25:56,1,0,normal
495,001.8804823.1846771.916895.20250701.000000099,53,수도권_도매상1_권역_소매상1,R_Stock_Inbound,R_Stock_Inbound,2025-07-02 16:35:56,1,0,normal
496,001.8809437.7673645.179216.20250701.000000100,1,인천공장,Factory,Aggregation,2025-07-01 14:57:00,1,0,normal
497,001.8809437.7673645.179216.20250701.000000100,5,인천공장창고,WMS,WMS_Inbound,2025-07-01 20:42:14,1,0,normal
498,001.8809437.7673645.179216.20250701.000000100,13,수도권물류센터,Logistics_HUB,HUB_Inbound,2025-07-02 01:00:54,1,0,normal
499,001.8809437.7673645.179216.20250701.000000100,23,수도권_도매상1,W_Stock_Inbound,W_Stock_Inbound,2025-07-02 09:13:29,1,0,normal
500,001.8809437.7673645.179216.20250701.000000100,53,수도권_도매상1_권역_소매상1,R_Stock_Inbound,R_Stock_Inbound,2025-07-02 15:12:23,1,0,normal
501,001.8805843.8156973.790548.20250701.000000101,1,인천공장,Factory,Aggregation,2025-07-01 15:00:00,1,0,normal
502,001.8805843.8156973.790548.20250701.000000101,5,인천공장창고,WMS,WMS_Inbound,2025-07-01 19:26:30,1,0,normal
503,001.8805843.8156973.790548.20250701.000000101,13,수도권물류센터,Logistics_HUB,HUB_Inbound,2025-07-02 00:33:36,1,0,normal
504,001.8805843.8156973.790548.20250701.000000101,23,수도권_도매상1,W_Stock_Inbound,W_Stock_Inbound,2025-07-02 03:20:21,1,0,normal
505,001.1234567.8156973.790548.20250701.000000101,53,수도권_도매상1_권역_소매상1,R_Stock_Inbound,R_Stock_Inbound,2025-07-02 07:18:56,1,1,epcFake
506,001.8809437.7202986.125953.20250701.000000102,1,인천공장,Factory,Aggregation,2025-07-01 15:03:00,1,0,normal
507,001.8809437.7202986.125953.20250701.000000102,5,인천공장창고,WMS,WMS_Inbound,2025-07-01 19:04:49,1,0,normal
508,001.8809437.7202986.125953.20250701.000000102,13,수도권물류센터,Logistics_HUB,HUB_Inbound,2025-07-01 21:32:40,1,0,normal
509,001.8809437.7202986.125953.20250701.000000102,23,수도권_도매상1,W_Stock_Inbound,W_Stock_Inbound,2025-07-02 01:45:14,1,0,normal
510,001.8809437.7202986.125953.20250701.000000102,53,수도권_도매상1_권역_소매상1,R_Stock_Inbound,R_Stock_Inbound,2025-07-02 06:08:05,1,0,normal
511,001.8809437.8805741.945379.20250701.000000103,1,인천공장,Factory,Aggregation,2025-07-01 15:06:00,1,0,normal
512,001.8809437.8805741.945379.20250701.000000103,5,인천공장창고,WMS,WMS_Inbound,2025-07-01 22:38:25,1,0,normal
513,001.8809437.8805741.945379.20250701.000000103,13,수도권물류센터,Logistics_HUB,HUB_Inbound,2025-07-02 03:02:10,1,0,normal
514,001.8809437.8805741.945379.20250701.000000103,23,수도권_도매상1,W_Stock_Inbound,W_Stock_Inbound,2025-07-02 06:06:45,1,0,normal
515,001.8809437.8805741.945379.20250701.000000103,53,수도권_도매상1_권역_소매상1,R_Stock_Inbound,R_Stock_Inbound,2025-07-02 10:49:17,1,0,normal
516,001.8804823.5595523.181255.20250701.000000104,1,인천공장,Factory,Aggregation,2025-07-01 15:09:00,1,0,normal
517,001.8804823.5595523.181255.20250701.000000104,5,인천공장창고,WMS,WMS_Inbound,2025-07-01 19:35:46,1,0,normal
518,001.8804823.5595523.181255.20250701.000000104,13,수도권물류센터,Logistics_HUB,HUB_Inbound,2025-07-02 03:00:02,1,0,normal
519,001.8804823.5595523.181255.20250701.000000104,23,수도권_도매상1,W_Stock_Inbound,W_Stock_Inbound,2025-07-02 10:23:46,1,0,normal
520,001.8804823.5595523.181255.20250701.000000104,53,수도권_도매상1_권역_소매상1,R_Stock_Inbound,R_Stock_Inbound,2025-07-02 16:57:50,1,0,normal
521,001.8804823.7596414.694591.20250701.000000105,1,인천공장,Factory,Aggregation,2025-07-01 15:12:00,1,0,normal
522,001.8804823.7596414.694591.20250701.000000105,5,인천공장창고,WMS,WMS_Inbound,2025-07-01 20:32:09,1,0,normal
523,001.8804823.7596414.694591.20250701.000000105,13,수도권물류센터,Logistics_HUB,HUB_Inbound,2025-07-02 02:02:55,1,0,normal
524,001.8804823.7596414.694591.20250701.000000105,23,수도권_도매상1,W_Stock_Inbound,W_Stock_Inbound,2025-07-02 08:34:15,1,0,normal
525,001.8804823.7596414.694591.20250701.000000105,53,수도권_도매상1_권역_소매상1,R_Stock_Inbound,R_Stock_Inbound,2025-07-02 12:17:27,1,0,normal
526,001.8809437.4519796.931751.20250701.000000106,1,인천공장,Factory,Aggregation,2025-07-01 15:15:00,1,0,normal
527,001.8809437.4519796.931751.20250701.000000106,5,인천공장창고,WMS,WMS_Inbound,2025-07-01 22:53:17,1,0,normal
528,001.8809437.4519796.931751.20250701.000000106,13,수도권물류센터,Logistics_HUB,HUB_Inbound,2025-07-02 06:04:22,1,0,normal
529,001.8809437.4519796.931751.20250701.000000106,23,수도권_도매상1,W_Stock_Inbound,W_Stock_Inbound,2025-07-02 07:04:22,1,0,normal
530,001.8809437.4519796.931751.20250701.000000106,53,수도권_도매상1_권역_소매상1,R_Stock_Inbound,R_Stock_Inbound,2025-07-02 13:37:17,1,0,normal
531,001.8805843.1140204.492867.20250701.000000107,1,인천공장,Factory,Aggregation,2025-07-01 15:18:00,1,0,normal
532,001.8805843.1140204,5,인천공장창고,WMS,WMS_Inbound,2025-07-01 19:11:18,1,1,epcFake
533,001.8805843.1140204.492867.20250701.000000107,13,수도권물류센터,Logistics_HUB,HUB_Inbound,2025-07-01 22:16:59,1,0,normal
534,001.8805843.1140204.492867.20250701.000000107,23,수도권_도매상1,W_Stock_Inbound,W_Stock_Inbound,2025-07-02 02:33:50,1,0,normal
535,001.8805843.1140204.492867.20250701.000000107,53,수도권_도매상1_권역_소매상1,R_Stock_Inbound,R_Stock_Inbound,2025-07-02 06:07:36,1,0,normal
536,001.8809437.2905157.422946.20250701.000000108,1,인천공장,Factory,Aggregation,2025-07-01 15:21:00,1,0,normal
537,001.8809437.2905157.422946.20250701.000000108,5,인천공장창고,WMS,WMS_Inbound,2025-07-01 20:22:11,1,0,normal
538,001.8809437.2905157.422946.20250701.000000108,13,수도권물류센터,Logistics_HUB,HUB_Inbound,2025-07-02 00:56:04,1,0,normal
539,001.8809437.2905157.422946.20250701.000000108,23,수도권_도매상1,W_Stock_Inbound,W_Stock_Inbound,2025-07-02 04:42:33,1,0,normal
540,001.8809437.2905157.422946.20250701.000000108,53,수도권_도매상1_권역_소매상1,R_Stock_Inbound,R_Stock_Inbound,2025-07-02 10:04:15,1,0,normal
541,001.8809437.4913880.691687.20250701.000000109,1,인천공장,Factory,Aggregation,2025-07-01 15:24:00,1,0,normal
542,001.8809437.4913880.691687.20250701.000000109,5,인천공장창고,WMS,WMS_Inbound,2025-07-01 19:35:22,1,0,normal
543,001.8809437.4913880.691687.20250701.000000109,13,수도권물류센터,Logistics_HUB,HUB_Inbound,2025-07-02 06:43:34,1,0,normal
544,001.8809437.4913880.691687.20250701.000000109,23,수도권_도매상1,W_Stock_Inbound,W_Stock_Inbound,2025-07-02 09:47:28,1,0,normal
545,001.8809437.4913880.691687.20250701.000000109,53,수도권_도매상1_권역_소매상1,R_Stock_Inbound,R_Stock_Inbound,2025-07-02 13:55:32,1,0,normal
546,001.8804823.1392246.818721.20250701.000000110,1,인천공장,Factory,Aggregation,2025-07-01 15:27:00,1,0,normal
547,001.8804823.1392246.818721.20250701.000000110,5,인천공장창고,WMS,WMS_Inbound,2025-07-01 12:27:00,1,1,evtOrderErr
548,001.8804823.1392246.818721.20250701.000000110,13,수도권물류센터,Logistics_HUB,HUB_Inbound,2025-07-02 03:35:46,1,0,normal
549,001.8804823.1392246.818721.20250701.000000110,23,수도권_도매상1,W_Stock_Inbound,W_Stock_Inbound,2025-07-02 08:02:44,1,0,normal
550,001.8804823.1392246.818721.20250701.000000110,53,수도권_도매상1_권역_소매상1,R_Stock_Inbound,R_Stock_Inbound,2025-07-02 13:35:24,1,0,normal
551,001.8809437.3907964.625665.20250701.000000111,1,인천공장,Factory,Aggregation,2025-07-01 15:30:00,1,0,normal
552,001.8809437.3907964.625665.20250701.000000111,5,인천공장창고,WMS,WMS_Inbound,2025-07-01 20:33:08,1,0,normal
553,001.8809437.3907964.625665.20250701.000000111,13,수도권물류센터,Logistics_HUB,HUB_Inbound,2025-07-01 23:51:49,1,0,normal
554,001.8809437.3907964.625665.20250701.000000111,23,수도권_도매상1,W_Stock_Inbound,W_Stock_Inbound,2025-07-02 05:06:26,1,0,normal
555,001.8809437.3907964,53,수도권_도매상1_권역_소매상1,R_Stock_Inbound,R_Stock_Inbound,2025-07-02 09:15:15,1,1,epcFake
556,001.8805843.6905540.280407.20250701.000000112,1,인천공장,Factory,Aggregation,2025-07-01 15:33:00,1,0,normal
557,001.8805843.6905540.280407.20250701.000000112,5,인천공장창고,WMS,WMS_Inbound,2025-07-01 22:54:13,1,0,normal
558,001.8805843.6905540.280407.20250701.000000112,13,수도권물류센터,Logistics_HUB,HUB_Inbound,2025-07-02 04:50:25,1,0,normal
559,001.8805843.6905540.280407.20250701.000000112,23,수도권_도매상1,W_Stock_Inbound,W_Stock_Inbound,2025-07-02 12:01:16,1,0,normal
560,001.8805843.6905540.280407.20250701.000000112,53,수도권_도매상1_권역_소매상1,R_Stock_Inbound,R_Stock_Inbound,2025-07-02 19:14:33,1,0,normal
561,001.8805843.2929228.874123.20250701.000000113,1,인천공장,Factory,Aggregation,2025-07-01 15:36:00,1,0,normal
562,001.8805843.2929228.874123.20250701.000000113,5,인천공장창고,WMS,WMS_Inbound,2025-07-01 19:52:58,1,0,normal
563,001.8805843.2929228.874123.20250701.000000113,13,수도권물류센터,Logistics_HUB,HUB_Inbound,2025-07-02 02:03:24,1,0,normal
564,001.8805843.2929228.874123.20250701.000000113,23,수도권_도매상1,W_Stock_Inbound,W_Stock_Inbound,2025-07-02 10:47:39,1,0,normal
565,001.8805843.2929228,53,수도권_도매상1_권역_소매상1,R_Stock_Inbound,R_Stock_Inbound,2025-07-02 17:31:04,1,1,epcFake
566,001.8805843.4774102.499230.20250701.000000114,1,인천공장,Factory,Aggregation,2025-07-01 15:39:00,1,0,normal
567,001.8805843.4774102.499230.20250701.000000114,5,인천공장창고,WMS,WMS_Inbound,2025-07-02 01:02:01,1,0,normal
568,001.8805843.4774102.499230.20250701.000000114,13,수도권물류센터,Logistics_HUB,HUB_Inbound,2025-07-02 04:00:11,1,0,normal
569,INVALID_FORMAT_568,23,수도권_도매상1,W_Stock_Inbound,W_Stock_Inbound,2025-07-02 08:52:42,1,1,epcFake
570,001.8805843.4774102.499230.20250701.000000114,53,수도권_도매상1_권역_소매상1,R_Stock_Inbound,R_Stock_Inbound,2025-07-02 14:56:41,1,0,normal
571,001.8805843.8602049.335193.20250701.000000115,1,인천공장,Factory,Aggregation,2025-07-01 15:42:00,1,0,normal
572,001.8805843.8602049.335193.20250701.000000115,5,인천공장창고,WMS,WMS_Inbound,2025-07-01 21:30:16,1,0,normal
573,001.8805843.8602049.335193.20250701.000000115,13,수도권물류센터,Logistics_HUB,HUB_Inbound,2025-07-02 05:52:31,1,0,normal
574,001.8805843.8602049.335193.20250701.000000115,23,수도권_도매상1,W_Stock_Inbound,W_Stock_Inbound,2025-07-02 10:22:35,1,0,normal
575,001.8805843.8602049.335193.20250701.000000115,53,수도권_도매상1_권역_소매상1,R_Stock_Inbound,R_Stock_Inbound,2025-07-02 18:55:23,1,0,normal
576,001.8804823.8132977.800703.20250701.000000116,1,인천공장,Factory,Aggregation,2025-07-01 15:45:00,1,0,normal
577,001.8804823.8132977.800703.20250701.000000116,5,인천공장창고,WMS,WMS_Inbound,2025-07-01 22:51:06,1,0,normal
578,001.8804823.8132977.800703.20250701.000000116,13,수도권물류센터,Logistics_HUB,HUB_Inbound,2025-07-02 05:13:10,1,0,normal
579,001.8804823.8132977.800703.20250701.000000116,23,수도권_도매상1,W_Stock_Inbound,W_Stock_Inbound,2025-07-02 13:16:13,1,0,normal
580,001.8804823.8132977.800703.20250701.000000116,53,수도권_도매상1_권역_소매상1,R_Stock_Inbound,R_Stock_Inbound,2025-07-02 19:02:42,1,0,normal
581,001.8805843.2435063.656315.20250701.000000117,1,인천공장,Factory,Aggregation,2025-07-01 15:48:00,1,0,normal
582,001.8805843.2435063.656315.20250701.000000117,5,인천공장창고,WMS,WMS_Inbound,2025-07-01 16:52:56,1,0,normal
583,001.8805843.2435063.656315.20250701.000000117,13,수도권물류센터,Logistics_HUB,HUB_Inbound,2025-07-01 22:45:45,1,0,normal
584,001.8805843.2435063.656315.20250701.000000117,23,수도권_도매상1,W_Stock_Inbound,W_Stock_Inbound,2025-07-01 16:45:45,1,1,evtOrderErr
585,001.8805843.2435063.656315.20250701.000000117,53,수도권_도매상1_권역_소매상1,R_Stock_Inbound,R_Stock_Inbound,2025-07-02 14:13:36,1,0,normal
586,001.8805843.1101224.396142.20250701.000000118,1,인천공장,Factory,Aggregation,2025-07-01 15:51:00,1,0,normal
587,001.8805843.1101224.396142.20250701.000000118,5,인천공장창고,WMS,WMS_Inbound,2025-07-01 19:43:21,1,0,normal
588,001.8805843.1101224.396142.20250701.000000118,13,수도권물류센터,Logistics_HUB,HUB_Inbound,2025-07-01 22:42:25,1,0,normal
589,001.8805843.1101224.396142.20250701.000000118,23,수도권_도매상1,W_Stock_Inbound,W_Stock_Inbound,2025-07-02 01:49:27,1,0,normal
590,001.8805843.1101224.396142.20250701.000000118,53,수도권_도매상1_권역_소매상1,R_Stock_Inbound,R_Stock_Inbound,2025-07-02 07:48:59,1,0,normal
591,001.8809437.9212289.985161.20250701.000000119,1,인천공장,Factory,Aggregation,2025-07-01 15:54:00,1,1,epcDup
592,001.8809437.9212289.985161.20250701.000000119,5,인천공장창고,WMS,WMS_Inbound,2025-07-01 21:59:46,1,0,normal
593,001.8809437.9212289.985161.20250701.000000119,13,수도권물류센터,Logistics_HUB,HUB_Inbound,2025-07-02 04:55:40,1,0,normal
594,001.8809437.9212289.985161.20250701.000000119,23,수도권_도매상1,W_Stock_Inbound,W_Stock_Inbound,2025-07-02 11:48:05,1,0,normal
595,001.8809437.9212289.985161.20250701.000000119,53,수도권_도매상1_권역_소매상1,R_Stock_Inbound,R_Stock_Inbound,2025-07-01 15:54:00,1,1,epcDup
596,001.8805843.6751272.698017.20250701.000000120,1,인천공장,Factory,Aggregation,2025-07-01 15:57:00,1,0,normal
597,001.8805843.6751272.698017.20250701.000000120,5,인천공장창고,WMS,WMS_Inbound,2025-07-01 20:06:04,1,0,normal
598,001.8805843.6751272.698017.20250701.000000120,13,수도권물류센터,Logistics_HUB,HUB_Inbound,2025-07-02 01:44:55,1,0,normal
599,001.8805843.6751272.698017.20250701.000000120,23,수도권_도매상1,W_Stock_Inbound,W_Stock_Inbound,2025-07-02 06:27:10,1,1,locErr
600,001.8805843.6751272.698017.20250701.000000120,53,수도권_도매상1_권역_소매상1,R_Stock_Inbound,R_Stock_Inbound,2025-07-02 10:41:47,1,0,normal
601,001.8804823.2177212.880632.20250701.000000121,1,인천공장,Factory,Aggregation,2025-07-01 16:00:00,1,0,normal
602,001.8804823.2177212.880632.20250701.000000121,5,인천공장창고,WMS,WMS_Inbound,2025-07-01 23:00:00,1,0,normal
603,001.8804823.2177212.880632.20250701.000000121,13,수도권물류센터,Logistics_HUB,HUB_Inbound,2025-07-02 05:07:24,1,0,normal
604,001.8804823.2177212.880632.20250701.000000121,23,수도권_도매상1,W_Stock_Inbound,W_Stock_Inbound,2025-07-02 08:32:08,1,0,normal
605,001.8804823.2177212.880632.20250701.000000121,53,수도권_도매상1_권역_소매상1,R_Stock_Inbound,R_Stock_Inbound,2025-07-02 13:57:59,1,0,normal
606,001.8805843.6492844.126511.20250701.000000122,1,인천공장,Factory,Aggregation,2025-07-01 16:03:00,1,0,normal
607,001.8805843.6492844.126511.20250701.000000122,5,인천공장창고,WMS,WMS_Inbound,2025-07-01 19:48:44,1,0,normal
608,001.8805843.6492844.126511.20250701.000000122,13,수도권물류센터,Logistics_HUB,HUB_Inbound,2025-07-02 02:17:06,1,0,normal
609,001.8805843.6492844.126511.20250701.000000122,23,수도권_도매상1,W_Stock_Inbound,W_Stock_Inbound,2025-07-02 11:40:28,1,0,normal
610,001.8805843.6492844.126511.20250701.000000122,53,수도권_도매상1_권역_소매상1,R_Stock_Inbound,R_Stock_Inbound,2025-07-02 20:25:11,1,0,normal
611,001.8804823.9028866.243703.20250701.000000123,1,인천공장,Factory,Aggregation,2025-07-01 16:06:00,1,0,normal
612,001.8804823.9028866.243703.20250701.000000123,5,인천공장창고,WMS,WMS_Inbound,2025-07-01 18:13:41,1,0,normal
613,001.8804823.9028866.243703.20250701.000000123,13,수도권물류센터,Logistics_HUB,HUB_Inbound,2025-07-01 23:28:40,1,0,normal
614,001.8804823.9028866.243703.20250701.000000123,23,수도권_도매상1,W_Stock_Inbound,W_Stock_Inbound,2025-07-02 02:22:29,1,0,normal
615,001.8804823.9028866.243703.20250701.000000123,53,수도권_도매상1_권역_소매상1,R_Stock_Inbound,R_Stock_Inbound,2025-07-02 04:58:53,1,0,normal
616,001.8804823.5301749.755222.20250701.000000124,1,인천공장,Factory,Aggregation,2025-07-01 16:09:00,1,0,normal
617,001.8804823.5301749.755222.20250701.000000124,5,인천공장창고,WMS,WMS_Inbound,2025-07-01 22:56:00,1,0,normal
618,001.8804823.5301749.755222.20250701.000000124,13,수도권물류센터,Logistics_HUB,HUB_Inbound,2025-07-02 04:28:22,1,0,normal
619,001.8804823.5301749.755222.20250701.000000124,23,수도권_도매상1,W_Stock_Inbound,W_Stock_Inbound,2025-07-02 08:54:00,1,0,normal
620,001.8804823.5301749.755222.20250701.000000124,53,수도권_도매상1_권역_소매상1,R_Stock_Inbound,R_Stock_Inbound,2025-07-02 17:04:43,1,0,normal
621,001.8809437.8056883.236399.20250701.000000125,1,인천공장,Factory,Aggregation,2025-07-01 16:12:00,1,0,normal
622,001.8809437.8056883.236399.20250701.000000125,5,인천공장창고,WMS,WMS_Inbound,2025-07-01 18:32:03,1,0,normal
623,001.8809437.8056883.236399.20250701.000000125,13,수도권물류센터,Logistics_HUB,HUB_Inbound,2025-07-01 22:10:12,1,0,normal
624,001.8809437.8056883.236399.20250701.000000125,23,수도권_도매상1,W_Stock_Inbound,W_Stock_Inbound,2025-07-02 06:15:13,1,0,normal
625,001.8809437.8056883.236399.20250701.000000125,53,수도권_도매상1_권역_소매상1,R_Stock_Inbound,R_Stock_Inbound,2025-07-02 11:52:53,1,0,normal
626,001.8809437.2054851.788403.20250701.000000126,1,인천공장,Factory,Aggregation,2025-07-01 16:15:00,1,0,normal
627,001.8809437.2054851.788403.20250701.000000126,5,인천공장창고,WMS,WMS_Inbound,2025-07-01 22:18:39,1,0,normal
628,001.8809437.2054851.788403.20250701.000000126,13,수도권물류센터,Logistics_HUB,HUB_Inbound,2025-07-01 23:19:48,1,0,normal
