epc,timestamp,location_id,latitude,longitude,temperature,humidity,signal_strength,movement_speed,epcFake,epcDup,locErr,evtOrderErr,jump,temp_anomaly,speed_anomaly,epcFake_predicted,epcFake_confidence,epcDup_predicted,epcDup_confidence,locErr_predicted,locErr_confidence,evtOrderErr_predicted,evtOrderErr_confidence,jump_predicted,jump_confidence,overall_risk_score
EPC_000931,2025-01-11 10:00:00,CHI_STORE,40.57437303628599,-74.05498863894087,17.658965709490175,40.26694469199039,-54.78256240611737,29.69956229067947,0,0,0,0,0,0.11705171452549124,0.0,0.50217915,0.50217915,0.51469696,0.51469696,0.5218181,0.5218181,0.4975426,0.4975426,0.4750327,0.4750327,0.5218181
EPC_000028,2025-01-25 19:00:00,NYC_WAREHOUSE,40.283769755056085,-74.43481722193617,18.647529574283027,44.501624645456786,-55.45546925265575,20.86010497659918,0,0,0,0,0,0.06762352128584866,0.0,0.50348413,0.50348413,0.5153062,0.5153062,0.51835185,0.51835185,0.48284045,0.48284045,0.47858143,0.47858143,0.51835185
EPC_000024,2025-01-11 08:00:00,NYC_WAREHOUSE,40.68661764669001,-73.76385730674839,23.667032319052982,41.30052962867114,-57.56664966139126,48.01614656944073,0,0,0,0,0,0.1833516159526491,0.0,0.50281566,0.50281566,0.49342558,0.49342558,0.5548443,0.5548443,0.50867784,0.50867784,0.5092003,0.5092003,0.5548443
EPC_000190,2025-01-06 02:00:00,CHI_STORE,40.52667467337921,-74.49346942548674,18.745017043207735,42.21999847711979,-62.805519771676245,28.121289236690284,0,0,0,1,0,0.06274914783961325,0.0,0.50376374,0.50376374,0.5163158,0.5163158,0.51517385,0.51517385,0.4869447,0.4869447,0.48219004,0.48219004,0.5163158
EPC_000750,2025-01-27 17:00:00,LA_WAREHOUSE,40.97808121271203,-74.13560399087238,19.80866369810991,40.54479359919057,-53.09485485224714,19.812891662714755,0,0,0,0,0,0.009566815094504477,0.0,0.49833012,0.49833012,0.52631307,0.52631307,0.5327016,0.5327016,0.49893042,0.49893042,0.4656626,0.4656626,0.5327016
FAKE_000062,2025-01-16 07:00:00,SUSPICIOUS_WAREHOUSE,35.11410421956461,-79.07970942301752,8.005868425874008,70.31034088181228,-94.07822708501615,238.26232426977563,1,0,1,0,1,0.5997065787062996,1.5826232426977562,0.62853104,0.62853104,0.3425052,0.3425052,0.38946888,0.38946888,0.26782057,0.26782057,0.62916225,0.62916225,0.62916225
EPC_000897,2025-02-05 06:00:00,LA_WAREHOUSE,40.93930730633713,-73.75695005751102,20.069731079223452,49.290433203616594,-53.90322224115222,31.20499037097962,0,0,0,0,0,0.0034865539611725893,0.0,0.50439376,0.50439376,0.508189,0.508189,0.54423183,0.54423183,0.4989233,0.4989233,0.48532254,0.48532254,0.54423183
EPC_000260,2025-01-06 05:00:00,LA_WAREHOUSE,40.50032806934281,-73.97871959807188,20.48872786982963,52.388487288678576,-55.30031723264349,39.56739154411105,0,0,0,0,0,0.024436393491481568,0.0,0.5095541,0.5095541,0.49447814,0.49447814,0.5418693,0.5418693,0.48608986,0.48608986,0.49901187,0.49901187,0.5418693
EPC_000541,2025-01-31 21:00:00,NYC_WAREHOUSE,40.3746189582926,-74.1322786749404,20.875486475909444,47.51387733047086,-53.788878359168116,59.09522493827401,0,0,0,0,0,0.04377432379547219,0.0,0.51250833,0.51250833,0.4853448,0.4853448,0.5439606,0.5439606,0.48560786,0.48560786,0.49884504,0.49884504,0.5439606
EPC_000974,2025-01-01 03:00:00,NYC_WAREHOUSE,40.08338078133481,-73.88544874076669,19.03437724797499,45.16714383782906,-54.65278033818492,0.6705089196648562,0,0,0,0,0,0.048281137601250454,0.0,0.5011609,0.5011609,0.5226526,0.5226526,0.52816063,0.52816063,0.48811138,0.48811138,0.4775817,0.4775817,0.52816063
EPC_000677,2025-02-01 09:00:00,NYC_WAREHOUSE,40.82352702401216,-73.52791838048493,20.92435043663378,46.74759245531361,-54.79530580700913,11.735003456612143,0,0,0,0,0,0.046217521831689014,0.0,0.49977872,0.49977872,0.5183806,0.5183806,0.5463081,0.5463081,0.5054381,0.5054381,0.48558304,0.48558304,0.5463081
EPC_000721,2025-01-03 10:00:00,NYC_WAREHOUSE,40.586505396013536,-73.81097110784742,17.776358066589864,38.84945973679099,-52.03572241219535,6.7945400641182445,0,0,0,0,0,0.11118209667050678,0.0,0.4968103,0.4968103,0.52897567,0.52897567,0.5230829,0.5230829,0.50120336,0.50120336,0.46554485,0.46554485,0.52897567
EPC_000786,2025-01-02 15:00:00,LA_WAREHOUSE,40.96918259595877,-73.937560961719,20.111046335722193,56.00040250222533,-59.610537720490534,35.263008929265546,0,0,0,0,0,0.005552316786109656,0.0,0.50777376,0.50777376,0.4998683,0.4998683,0.53854036,0.53854036,0.49049568,0.49049568,0.5003242,0.5003242,0.53854036
EPC_000809,2025-01-26 20:00:00,CHI_STORE,40.93168038888043,-74.29630245269306,23.872384417780232,43.65782862761799,-53.17427255792668,32.18586972551463,0,0,0,0,0,0.1936192208890116,0.0,0.49805057,0.49805057,0.50552356,0.50552356,0.54362434,0.54362434,0.50160396,0.50160396,0.50260645,0.50260645,0.54362434
EPC_000283,2025-02-05 13:00:00,CHI_STORE,40.21374768009298,-73.64490493131635,20.681768252659772,43.32380717733706,-44.07850033309779,40.25258973844978,0,0,0,0,0,0.034088412632988604,0.0,0.50793314,0.50793314,0.49753577,0.49753577,0.5516783,0.5516783,0.49420443,0.49420443,0.48097047,0.48097047,0.5516783
EPC_000806,2025-01-06 17:00:00,CHI_STORE,40.589339629383154,-73.55071761355471,20.451357144225078,51.76976679593547,-47.66241889882619,18.19489639017892,0,0,0,0,0,0.022567857211253893,0.0,0.50407374,0.50407374,0.50763935,0.50763935,0.5486136,0.5486136,0.49584848,0.49584848,0.4883957,0.4883957,0.5486136
EPC_000239,2025-02-06 01:00:00,LA_WAREHOUSE,40.774269485278126,-74.42133067073523,18.667176131091658,45.50826670773283,-55.922330165307805,57.06209977310078,0,0,0,0,0,0.06664119344541711,0.0,0.50942975,0.50942975,0.49667352,0.49667352,0.5263853,0.5263853,0.48911604,0.48911604,0.487544,0.487544,0.5263853
EPC_000324,2025-01-18 14:00:00,CHI_STORE,40.868537473437414,-73.5850781625328,18.744912622939253,48.30835434027829,-49.44527000207668,3.6478302526887108,0,0,0,0,0,0.06275436885303734,0.0,0.4982671,0.4982671,0.52397937,0.52397937,0.53506446,0.53506446,0.50259286,0.50259286,0.47700357,0.47700357,0.53506446
FAKE_000058,2025-01-16 05:00:00,UNKNOWN_LOC,35.29419899225748,-79.77840373068075,-0.35529579194997307,71.14803678158515,-79.16222474105027,143.66980159881666,1,0,0,0,1,1.0177647895974986,0.6366980159881667,0.5979336,0.5979336,0.3900882,0.3900882,0.35877264,0.35877264,0.33107543,0.33107543,0.59796137,0.59796137,0.59796137
EPC_000126,2025-01-20 14:00:00,CHI_STORE,40.48043046688399,-74.38110210062874,18.53422081535274,46.090886154722035,-45.020281797017425,15.315807450420492,0,0,0,0,0,0.07328895923236303,0.0,0.50064415,0.50064415,0.51908374,0.51908374,0.52142733,0.52142733,0.4842055,0.4842055,0.469864,0.469864,0.52142733
EPC_000692,2025-01-06 16:00:00,CHI_STORE,40.18582067189984,-74.08021406781324,19.812432862603103,43.235726397728776,-65.88534384256617,20.66589938353613,0,0,0,0,0,0.00937835686984485,0.0,0.5054235,0.5054235,0.51497245,0.51497245,0.5269118,0.5269118,0.48538095,0.48538095,0.48714292,0.48714292,0.5269118
EPC_000718,2025-02-07 00:00:00,CHI_STORE,40.89133027479628,-73.75513424447533,19.71341163306613,42.12077593445346,-52.928879985131935,29.375745037879273,0,0,0,0,0,0.0143294183466935,0.0,0.5019004,0.5019004,0.5157177,0.5157177,0.54194784,0.54194784,0.5033657,0.5033657,0.4728006,0.4728006,0.54194784
FAKE_000096,2025-01-17 00:00:00,UNKNOWN_LOC,35.30500608354316,-79.54961536281083,22.295315002636183,81.13717561295452,-95.90171661322393,149.92260412705434,1,0,0,0,1,0.11476575013180916,0.6992260412705434,0.6068812,0.6068812,0.3545445,0.3545445,0.4111142,0.4111142,0.28553805,0.28553805,0.62651795,0.62651795,0.62651795
EPC_000001,2025-01-04 23:00:00,LA_WAREHOUSE,40.73839281934164,-73.78589743593865,22.960191396718162,42.414865270102524,-55.29271743835929,1.5559511120664138,0,0,0,0,0,0.14800956983590813,0.0,0.49426427,0.49426427,0.5243451,0.5243451,0.5433714,0.5433714,0.5070784,0.5070784,0.49087998,0.49087998,0.5433714
FAKE_000069,2025-01-16 10:30:00,UNKNOWN_LOC,35.77368304270962,-79.63059404414903,8.647224991155129,77.26135376505681,-92.6377083557086,183.4255799363617,0,1,1,0,1,0.5676387504422435,1.0342557993636168,0.6144883,0.6144883,0.35867068,0.35867068,0.37901273,0.37901273,0.28933737,0.28933737,0.62187135,0.62187135,0.62187135
EPC_000953,2025-01-07 03:00:00,CHI_STORE,40.43430005240729,-73.94123638087567,21.69762521610267,50.51692266384084,-53.33254816021612,51.626597850254775,0,0,0,0,0,0.08488126080513343,0.0,0.51062644,0.51062644,0.48420888,0.48420888,0.5487915,0.5487915,0.4893756,0.4893756,0.5080315,0.5080315,0.5487915
EPC_000920,2025-01-13 07:00:00,LA_WAREHOUSE,40.03866365883675,-73.62666097140483,20.332670753174853,43.17339710520961,-53.721853861950294,55.12852461789171,0,0,0,0,0,0.016633537658742627,0.0,0.51302516,0.51302516,0.48769876,0.48769876,0.55072564,0.55072564,0.4909799,0.4909799,0.49165663,0.49165663,0.55072564
EPC_000275,2025-01-27 21:00:00,CHI_STORE,40.92373190737511,-73.60873601295316,19.145447591248576,51.17803521273616,-59.826572375152004,23.48472620422553,0,0,0,0,0,0.04272762043757119,0.0,0.50384444,0.50384444,0.51033527,0.51033527,0.53730005,0.53730005,0.5009944,0.5009944,0.49296036,0.49296036,0.53730005
EPC_000859,2025-01-04 14:00:00,CHI_STORE,40.200158427873106,-74.2137594067939,22.450129113718432,47.7848035137973,-55.35181017483821,5.21029984348961,1,0,0,0,0,0.12250645568592163,0.0,0.50000477,0.50000477,0.51402944,0.51402944,0.5348333,0.5348333,0.4877627,0.4877627,0.49814793,0.49814793,0.5348333
EPC_000300,2025-01-09 19:00:00,CHI_STORE,40.56629187662335,-74.47974410903657,18.55625509969133,42.626308619453965,-51.05580802300594,39.77259274809043,0,0,0,0,0,0.07218724501543346,0.0,0.5048145,0.5048145,0.5087968,0.5087968,0.52287006,0.52287006,0.487395,0.487395,0.4745435,0.4745435,0.52287006
FAKE_000009,2025-01-15 04:30:00,UNKNOWN_LOC,35.55117587110096,-79.8647392435521,-5.49421574849492,92.60418450268033,-86.8090457028106,105.87862606349047,0,0,1,1,1,1.274710787424746,0.25878626063490473,0.58999926,0.58999926,0.38893077,0.38893077,0.3626838,0.3626838,0.34471965,0.34471965,0.6110991,0.6110991,0.6110991
EPC_000901,2025-01-17 17:00:00,NYC_WAREHOUSE,40.72407499263316,-73.58665717184633,15.6101223104757,51.98265555415323,-52.08835536700374,32.60236282190872,0,0,0,0,0,0.21949388447621496,0.0,0.5052713,0.5052713,0.49805206,0.49805206,0.5228856,0.5228856,0.50128466,0.50128466,0.49862957,0.49862957,0.5228856
EPC_000060,2025-01-24 03:00:00,LA_WAREHOUSE,40.29020214233497,-74.41804460373778,20.933503758278086,43.94444215801148,-49.35691689005037,33.61908149512164,0,0,0,0,0,0.04667518791390428,0.0,0.5052618,0.5052618,0.5057338,0.5057338,0.5349369,0.5349369,0.48319092,0.48319092,0.4811983,0.4811983,0.5349369
EPC_000677,2025-01-23 09:00:00,NYC_WAREHOUSE,40.867465483273854,-73.61548182071724,17.896416044684127,47.15067807186771,-63.06368805243473,9.01491822247656,0,0,0,0,0,0.10517919776579365,0.0,0.4999801,0.4999801,0.5224687,0.5224687,0.52443945,0.52443945,0.5049084,0.5049084,0.48848736,0.48848736,0.52443945
EPC_000963,2025-02-07 11:00:00,LA_WAREHOUSE,40.13469450915534,-74.45485835497547,18.668905073383392,56.54449454848008,-65.28587434405124,21.559948218299642,0,0,0,0,0,0.06655474633083039,0.0,0.51131135,0.51131135,0.49896514,0.49896514,0.51191247,0.51191247,0.46949357,0.46949357,0.50868183,0.50868183,0.51191247
FAKE_000028,2025-01-15 14:00:00,SUSPICIOUS_WAREHOUSE,35.99002405581261,-79.42941344922194,7.3345744592301525,87.87452440402696,-78.3812920377851,189.08962036321708,1,0,1,0,1,0.6332712770384924,1.0908962036321708,0.61442024,0.61442024,0.36022735,0.36022735,0.40388888,0.40388888,0.29464027,0.29464027,0.61189276,0.61189276,0.61442024
EPC_000610,2025-01-05 08:00:00,LA_WAREHOUSE,40.60796232400542,-74.29873326811307,21.456764875922918,45.168359130360805,-49.171984072475894,41.277652178068784,0,0,0,0,0,0.0728382437961459,0.0,0.50501066,0.50501066,0.501009,0.501009,0.54078925,0.54078925,0.49032846,0.49032846,0.48790073,0.48790073,0.54078925
EPC_000124,2025-01-15 03:00:00,LA_WAREHOUSE,40.65900536005138,-74.04052251552531,17.974218307898326,43.83936114842436,-43.83747220684083,49.19197046704228,0,0,0,0,0,0.1012890846050837,0.0,0.5061082,0.5061082,0.50028026,0.50028026,0.53246367,0.53246367,0.4953953,0.4953953,0.47574478,0.47574478,0.53246367
EPC_000499,2025-02-03 14:00:00,NYC_WAREHOUSE,40.12431685585755,-74.25577337169872,19.37546021218631,51.02896481990721,-54.21195584390033,16.449184486529738,0,0,0,0,0,0.031226989390684422,0.0,0.5060991,0.5060991,0.50886005,0.50886005,0.52713704,0.52713704,0.4778214,0.4778214,0.48796976,0.48796976,0.52713704
EPC_000433,2025-01-02 04:00:00,CHI_STORE,40.30657155191298,-74.43555960300353,19.493077948897245,45.403964119759515,-51.36099089154035,54.67990637304337,0,0,0,0,0,0.02534610255513776,0.0,0.5114471,0.5114471,0.49369648,0.49369648,0.53261995,0.53261995,0.48035794,0.48035794,0.48441607,0.48441607,0.53261995
EPC_000309,2025-01-07 22:00:00,CHI_STORE,40.208015058740855,-73.98018662201629,18.978563939268923,50.17259077414786,-56.659079070934865,9.807992197223648,0,0,0,0,0,0.05107180303655383,0.0,0.5041341,0.5041341,0.51352936,0.51352936,0.5275908,0.5275908,0.48522946,0.48522946,0.48866928,0.48866928,0.5275908
EPC_000035,2025-01-11 18:00:00,CHI_STORE,40.618986549970934,-73.865877600208,22.355894270318164,47.42555487806323,-52.97193465231013,29.59589855477563,0,0,0,0,0,0.11779471351590817,0.0,0.5028301,0.5028301,0.5015556,0.5015556,0.54781145,0.54781145,0.49873886,0.49873886,0.50047493,0.50047493,0.54781145
EPC_000380,2025-01-16 14:00:00,LA_WAREHOUSE,40.683472367591214,-74.23508977278023,22.868529829376754,49.159135956095774,-54.46612499707296,53.72722995963689,0,0,0,0,0,0.14342649146883774,0.0,0.50784314,0.50784314,0.48525202,0.48525202,0.54605454,0.54605454,0.491985,0.491985,0.5127137,0.5127137,0.54605454
EPC_000018,2025-01-31 23:00:00,LA_WAREHOUSE,40.27945207978725,-74.32528137718798,20.167007711615945,42.86997394765208,-53.52321788327699,33.67389685883784,0,0,0,0,0,0.008350385580797237,0.0,0.50610924,0.50610924,0.5083285,0.5083285,0.53307736,0.53307736,0.48371115,0.48371115,0.47754276,0.47754276,0.53307736
EPC_000552,2025-01-22 16:00:00,LA_WAREHOUSE,40.33354449302149,-74.3276523910796,20.426434323229508,55.03867676782848,-47.86250833319839,46.349274136789155,0,0,0,0,0,0.02132171616147538,0.0,0.5121441,0.5121441,0.4877394,0.4877394,0.54000694,0.54000694,0.47513413,0.47513413,0.49790195,0.49790195,0.54000694
EPC_000192,2025-02-06 06:00:00,NYC_WAREHOUSE,40.33771523131639,-74.07502975623775,21.562196965045285,52.0358905627915,-51.33072829169994,51.39205294442868,0,0,0,0,0,0.07810984825226423,0.0,0.5116063,0.5116063,0.4826858,0.4826858,0.54690194,0.54690194,0.4840037,0.4840037,0.50785506,0.50785506,0.54690194
EPC_000165,2025-01-25 06:00:00,LA_WAREHOUSE,40.75905908547235,-73.60956782406406,19.683837679780204,41.82318469744284,-59.36946049083117,55.597325613653915,0,0,0,0,0,0.015808116010989793,0.0,0.50882465,0.50882465,0.49785832,0.49785832,0.54664654,0.54664654,0.50358605,0.50358605,0.48652774,0.48652774,0.54664654
EPC_000812,2025-02-07 03:00:00,LA_WAREHOUSE,40.37926220962361,-74.13220576894312,21.763982796131163,37.00655658318592,-52.66933148990581,55.71306920758261,0,0,0,0,0,0.08819913980655816,0.0,0.5064844,0.5064844,0.496082,0.496082,0.54632205,0.54632205,0.49672344,0.49672344,0.48647445,0.48647445,0.54632205
EPC_000345,2025-01-06 07:00:00,NYC_WAREHOUSE,40.307374288202624,-73.66703804602841,22.441052987866215,39.21621656463269,-51.750960369983495,36.859020807584805,0,0,0,0,0,0.12205264939331073,0.0,0.50326353,0.50326353,0.5003094,0.5003094,0.5533847,0.5533847,0.5031457,0.5031457,0.49220747,0.49220747,0.5533847
EPC_000714,2025-01-09 14:00:00,NYC_WAREHOUSE,40.63922172599687,-73.86794817320167,18.439162330676446,40.8889497983716,-48.253159236761945,39.2113113871495,0,0,0,0,0,0.07804188346617771,0.0,0.50398105,0.50398105,0.50799847,0.50799847,0.5349195,0.5349195,0.49983686,0.49983686,0.47221762,0.47221762,0.5349195
EPC_000558,2025-01-14 07:00:00,LA_WAREHOUSE,40.71941592767994,-73.96085353976267,18.971777381017045,36.55033028928035,-52.18693624867382,53.04591863702739,0,0,0,0,0,0.05141113094914775,0.0,0.5055095,0.5055095,0.50537086,0.50537086,0.53806627,0.53806627,0.5024915,0.5024915,0.47020903,0.47020903,0.53806627
EPC_000689,2025-01-04 22:00:00,CHI_STORE,40.939091012135506,-73.7674266281578,19.69920180753597,42.70292926266204,-56.63864330576191,10.163332338155914,0,0,0,0,0,0.015039909623201453,0.0,0.4979127,0.4979127,0.5282049,0.5282049,0.53629446,0.53629446,0.5038159,0.5038159,0.4718619,0.4718619,0.53629446
FAKE_000035,2025-01-15 17:30:00,SUSPICIOUS_WAREHOUSE,35.09336101458678,-79.3911023966893,7.110997374028511,89.64129702011161,-70.59057704080178,264.1477013691093,1,1,1,0,0,0.6444501312985744,1.8414770136910932,0.6342024,0.6342024,0.34097156,0.34097156,0.44437766,0.44437766,0.26750642,0.26750642,0.6023588,0.6023588,0.6342024
EPC_000658,2025-01-26 17:00:00,LA_WAREHOUSE,40.97747251881862,-73.83797848744092,19.84241503228944,40.09843037041727,-65.06899222519175,26.527982412299234,0,0,0,0,0,0.007879248385527938,0.0,0.50060683,0.50060683,0.5225904,0.5225904,0.53548986,0.53548986,0.50491494,0.50491494,0.47814232,0.47814232,0.53548986
EPC_000268,2025-01-15 00:00:00,LA_WAREHOUSE,40.63505368951392,-74.46288332240857,23.382891982533078,47.41865638037402,-55.741103684945344,58.25211877700116,0,0,0,0,0,0.1691445991266539,0.0,0.50800794,0.50800794,0.4833987,0.4833987,0.5431425,0.5431425,0.48975524,0.48975524,0.51586264,0.51586264,0.5431425
FAKE_000063,2025-01-16 07:30:00,SUSPICIOUS_WAREHOUSE,35.182884452931226,-79.17676346925674,3.950706101549697,56.12270020481982,-97.67090544782475,287.3840032732972,1,0,1,0,1,0.802464694922515,2.073840032732972,0.6359599,0.6359599,0.34159353,0.34159353,0.38118637,0.38118637,0.26359683,0.26359683,0.62371635,0.62371635,0.6359599
EPC_000554,2025-01-24 10:00:00,LA_WAREHOUSE,40.679627326391916,-74.0837683284118,22.39261792366369,35.7195385088627,-56.10471795036481,42.08539097395573,0,0,0,0,0,0.11963089618318445,0.0,0.50058776,0.50058776,0.5078924,0.5078924,0.54538363,0.54538363,0.50484574,0.50484574,0.48633447,0.48633447,0.54538363
EPC_000123,2025-01-03 05:00:00,CHI_STORE,40.348869893053674,-74.4860332355691,19.68833933193907,47.22786354823232,-45.248583598447794,16.04948751491478,0,0,0,0,0,0.015583033403046542,0.0,0.5026531,0.5026531,0.51697826,0.51697826,0.52659667,0.52659667,0.4783621,0.4783621,0.47084808,0.47084808,0.52659667
EPC_000396,2025-01-18 17:00:00,LA_WAREHOUSE,40.747742727233145,-74.38013297883218,22.14925605259255,40.61264414181262,-57.42534121327962,28.111504062067112,0,0,0,0,0,0.10746280262962742,0.0,0.49916953,0.49916953,0.51505554,0.51505554,0.53502446,0.53502446,0.49733186,0.49733186,0.4877971,0.4877971,0.53502446
FAKE_000003,2025-01-15 01:30:00,UNKNOWN_LOC,35.40871718421275,-79.08458370714554,10.453996097939337,91.84432503031319,-94.89755194376721,228.2404083858183,1,0,1,1,1,0.4773001951030332,1.4824040838581831,0.62959266,0.62959266,0.33409923,0.33409923,0.40856972,0.40856972,0.26392898,0.26392898,0.63833314,0.63833314,0.63833314
EPC_000061,2025-01-08 08:00:00,LA_WAREHOUSE,40.16882925477392,-74.23331092761633,20.129395237523696,51.50422774123024,-57.364447522449666,41.331091038582834,0,0,0,0,0,0.006469761876184777,0.0,0.51236236,0.51236236,0.49252534,0.49252534,0.5345656,0.5345656,0.475696,0.475696,0.49855205,0.49855205,0.5345656
EPC_000365,2025-01-15 12:00:00,CHI_STORE,40.473908639859964,-74.23060768183848,19.7907369332558,35.68046247563771,-48.63467579383607,48.5529586731926,0,0,0,0,0,0.010463153337209975,0.0,0.50562745,0.50562745,0.508034,0.508034,0.5375289,0.5375289,0.4927637,0.4927637,0.46336526,0.46336526,0.5375289
EPC_000272,2025-01-26 06:00:00,CHI_STORE,40.84022153242719,-73.7985339993846,19.57530001096704,50.3206982879533,-54.904651519444165,52.01629084924789,0,0,0,0,0,0.021234999451647953,0.0,0.5098799,0.5098799,0.492936,0.492936,0.54401565,0.54401565,0.4951665,0.4951665,0.49402338,0.49402338,0.54401565
EPC_000883,2025-01-14 14:00:00,NYC_WAREHOUSE,40.62313028495235,-73.5091442149332,21.29759199121041,49.19187749417699,-54.845502913888986,4.0500864939029135,0,0,0,0,0,0.06487959956052052,0.0,0.4997997,0.4997997,0.5176197,0.5176197,0.5460339,0.5460339,0.5022016,0.5022016,0.49195048,0.49195048,0.5460339
EPC_000609,2025-01-17 14:00:00,LA_WAREHOUSE,40.264559369532414,-73.89532951743558,19.02370721050764,42.86331354867812,-50.2481566280445,38.71071144627943,0,0,0,0,0,0.04881463947461793,0.0,0.50722426,0.50722426,0.50274646,0.50274646,0.5373157,0.5373157,0.4917092,0.4917092,0.4786591,0.4786591,0.5373157
EPC_000122,2025-01-28 18:00:00,CHI_STORE,40.634754367498466,-74.48476564043224,18.979309470258517,43.439339130396945,-49.54452541122913,20.680101560918867,0,0,0,0,0,0.05103452648707414,0.0,0.5004402,0.5004402,0.520777,0.520777,0.5217017,0.5217017,0.4867582,0.4867582,0.46859533,0.46859533,0.5217017
EPC_000832,2025-01-01 14:00:00,CHI_STORE,40.66720939155701,-73.67844802026558,21.419025227248955,39.26337907160568,-63.441060986778766,50.43769965029823,0,0,0,1,0,0.07095126136244775,0.0,0.5060074,0.5060074,0.50036913,0.50036913,0.5480468,0.5480468,0.5062537,0.5062537,0.4951366,0.4951366,0.5480468
EPC_000503,2025-01-22 23:00:00,NYC_WAREHOUSE,40.062929761457156,-74.35609319842065,19.90860345248699,40.08669865097037,-63.76078856652252,46.22922058863706,0,0,0,0,0,0.004569827375650526,0.0,0.51059854,0.51059854,0.50165784,0.50165784,0.52730614,0.52730614,0.47997135,0.47997135,0.4871817,0.4871817,0.52730614
EPC_000180,2025-01-25 18:00:00,LA_WAREHOUSE,40.35291508951739,-73.54090959572278,16.72257098568695,50.562350162721714,-58.14643921719429,25.67640553223397,0,0,0,0,0,0.1638714507156525,0.0,0.50708634,0.50708634,0.5005366,0.5005366,0.5246599,0.5246599,0.49653387,0.49653387,0.50121254,0.50121254,0.5246599
EPC_000136,2025-01-02 16:00:00,CHI_STORE,40.421643726181834,-74.41898502454711,17.205556117209536,46.460366629117246,-61.41040462270943,38.770468940893295,0,0,0,0,0,0.1397221941395232,0.0,0.5086748,0.5086748,0.5017312,0.5017312,0.5093888,0.5093888,0.48450717,0.48450717,0.49468926,0.49468926,0.5093888
EPC_000221,2025-01-23 04:00:00,CHI_STORE,40.85633760783539,-74.31209320969755,20.99184109010173,33.045837035002435,-51.87414516508761,37.03706459354148,0,0,0,0,0,0.04959205450508648,0.0,0.49878594,0.49878594,0.5199336,0.5199336,0.5371525,0.5371525,0.50094897,0.50094897,0.46406338,0.46406338,0.5371525
EPC_000893,2025-01-06 01:00:00,NYC_WAREHOUSE,40.72275779487848,-73.79746526469941,19.199547385768632,30.344644954655397,-54.11484668423986,46.08383261332388,0,0,0,0,0,0.0400226307115684,0.0,0.50221527,0.50221527,0.5146862,0.5146862,0.54072917,0.54072917,0.5087104,0.5087104,0.46023905,0.46023905,0.54072917
FAKE_000078,2025-01-16 15:00:00,SUSPICIOUS_WAREHOUSE,35.06570338951662,-79.95712707703969,11.38477805028931,82.21818762755305,-81.28992684788605,252.47943534354874,1,1,0,0,1,0.43076109748553454,1.7247943534354875,0.6337361,0.6337361,0.3392536,0.3392536,0.42446566,0.42446566,0.25912806,0.25912806,0.61041373,0.61041373,0.6337361
EPC_000402,2025-01-14 11:00:00,NYC_WAREHOUSE,40.322181818185804,-74.38888643600717,18.837558198940403,48.06600928615777,-49.46742998899577,49.27049063712701,0,0,0,0,0,0.05812209005297984,0.0,0.51049626,0.51049626,0.4941263,0.4941263,0.52971685,0.52971685,0.48051423,0.48051423,0.4866482,0.4866482,0.52971685
EPC_000021,2025-01-09 17:00:00,CHI_STORE,40.36994450564207,-74.32829034403811,22.555653545462505,43.73202778661941,-52.10616569453653,27.29874441184473,0,0,0,0,0,0.12778267727312526,0.0,0.501725,0.501725,0.50592774,0.50592774,0.53885067,0.53885067,0.49016985,0.49016985,0.49432185,0.49432185,0.53885067
EPC_000981,2025-02-03 21:00:00,NYC_WAREHOUSE,40.58780540498914,-74.14953414008595,17.60753928173248,42.41534894200595,-51.2424756369163,41.1254518594382,0,0,0,0,0,0.11962303591337609,0.0,0.5048551,0.5048551,0.5059957,0.5059957,0.52383643,0.52383643,0.4947049,0.4947049,0.47787553,0.47787553,0.52383643
EPC_000623,2025-02-05 20:00:00,CHI_STORE,40.76762284241448,-74.406717850309,19.117688686542493,44.96156560883644,-66.57615741339521,17.40093064969078,0,0,0,0,0,0.044115565672875334,0.0,0.50140065,0.50140065,0.5231813,0.5231813,0.5153496,0.5153496,0.49020594,0.49020594,0.48522267,0.48522267,0.5231813
EPC_000445,2025-01-23 10:00:00,CHI_STORE,40.941810969898214,-73.97150574640668,20.459277137391418,49.32338476428901,-57.3803218310045,30.88794010893038,0,0,0,0,0,0.022963856869570875,0.0,0.5040295,0.5040295,0.5086322,0.5086322,0.53942704,0.53942704,0.49657607,0.49657607,0.48977536,0.48977536,0.53942704
FAKE_000061,2025-01-16 06:30:00,UNKNOWN_LOC,35.330216337032795,-79.82722831983605,3.6339290553048498,86.59211751927947,-99.9562513168297,244.03871619940884,1,1,1,0,1,0.8183035472347575,1.6403871619940884,0.6330964,0.6330964,0.33689496,0.33689496,0.37828818,0.37828818,0.2707941,0.2707941,0.6422426,0.6422426,0.6422426
EPC_000914,2025-01-09 02:00:00,CHI_STORE,40.771173919835505,-73.89550693351453,17.503698598154624,47.342219969469205,-51.5408621328956,28.738288295257274,0,0,0,0,0,0.12481507009226878,0.0,0.5028691,0.5028691,0.5091984,0.5091984,0.5263985,0.5263985,0.49846187,0.49846187,0.4835975,0.4835975,0.5263985
